SSC,population
Marracoonda,10
Marradong,47
Marrah,6
Marrinup,5
Martin,1522
Marvel Loch,91
Marybrook,236
Massey Bay,0
Maya,20
Mayanup,160
Maylands (WA),12581
McAlinden,66
McBeath,52
McKail,3448
Meadow,8
Meadow Springs,8193
Meckering,237
Meda,17
Medina,2375
Meekatharra,708
Meeking,8
Meelon,196
Meenaar,31
Meerup,164
Melaleuca,3
Melville (WA),5696
Menora,2592
Menzies (WA),103
Merilup,18
Merivale,84
Merkanooka,50
Merredin,2850
Merriwa (WA),5496
Meru,36
Metricup,222
Mettler,25
Miamoon,14
Middle Swan,2849
Middlesex (WA),221
Middleton Beach,732
Midland,5969
Midvale,1495
Miling,138
Millars Well,1825
Millbridge,2399
Millbrook (WA),269
Millendon,520
Mills Lake,40
Millstream (WA),17
Milo,16
Milpara,845
Mimegarra,19
Mindarabin,64
Mindarie (WA),7518
Mindarra,34
Minding,37
Mingenew,277
Minigin,77
Minilya,19
Minnenooka,37
Minnivale,40
Minyirr,107
Mira Mar,1751
Mirrabooka (WA),8105
Mitchell Plateau,49
Mobrup,42
Mocardy,86
Mogumber,59
Mokine,202
Mokup,52
Mollerin,27
Molloy Island,114
Monjebup,22
Monjingup,429
Moodiarrup,53
Moojebing,58
Mooliabeenee,158
Moondah,38
Moondyne,42
Moonies Hill,35
Moonyoonooka,242
Moora (WA),1775
Moore River National Park,0
Mooriary,15
Moorine Rock,64
Morangup,776
Morawa,536
Morbinning,25
Mordalup,26
Moresby (WA),866
Morgantown,791
Morley,21529
Mornington (WA),53
Mosman Park (WA),8755
Moulyinning,51
Mount Adams,14
Mount Anketell,0
Mount Barker (WA),2740
Mount Budd,16
Mount Burges,97
Mount Caroline,11
Mount Claremont,4612
Mount Clarence,687
Mount Elphinstone,94
Mount Erin,4
Mount Hampton,30
Mount Hardey,176
Mount Hardman,452
Mount Hawthorn,7545
Mount Helena,3183
Mount Hill,45
Mount Holland,4
Mount Horner,32
Mount Jackson,0
Mount Lawley,11124
Mount Lindesay (WA),0
Mount Madden,30
Mount Magnet,468
Mount Melville,1092
Mount Nasura,2981
Mount Ney,7
Mount Observation (WA),0
Mount Palmer,0
Mount Pleasant (WA),6685
Mount Richon,1972
Mount Romance,0
Mount Sheila,1060
Mount Sheridan (WA),48
Mount Stirling,21
Mount Tarcoola,3199
Mount Walker (WA),52
Mount Wells,0
Mouroubra,0
Muchea,967
Muckenburra,153
Mueller Ranges,379
Muja,14
Mukinbudin,354
Mulataga,0
Mulga Downs,183
Mullaloo,5986
Mullalyup,151
Mullewa,441
Mullingar,300
Muluckine,215
Mumballup,81
Mumberkine,59
Mundabullangana,13
Mundaring,3043
Mundijong,1235
Mundrabilla,25
Mungalup,46
Munglinup,127
Munster,4431
Muntadgin,49
Muradup,110
Murchison (WA),61
Murdoch,3522
Murdong,25
Muresk,33
Myalup,358
Myara,0
Myaree,1951
Myrup,501
Nabawa,136
Nairibin,19
Nalkain,14
Nalyerlup,19
Namban,29
Nambeelup,318
Nambung,34
Nanarup,35
Nanga,16
Nanga Brook,0
Nangeenan,66
Nangetty,13
Nannup,932
Nanson,117
Nanutarra,74
Napier,278
Naraling,13
Narembeen,472
Narngulu,395
Narra Tarra,76
Narraloggan,30
Narrikup,490
Narrogin,4275
Narrogin Valley,122
Naturaliste,75
Naval Base,21
Neale,0
Nedlands,10195
Needilup,101
Neendaling,24
Neerabup,100
Neergabby,232
Nembudding,14
Neridup,146
Nerramyne,0
Nerren Nerren,4
New Norcia,104
Newcarlbeon,23
Newdegate,167
Newlands (WA),116
Newman,7241
Ngaanyatjarra-Giles,961
Nickol,4619
Nilgen,231
Nillup,60
Ningaloo,16
Nippering,16
Nirimba,74
Noggerup,80
Nokaning,55
Nolba,22
Nollamara,11568
Nomans Lake,46
Noranda,7978
Nornalup,62
Norpa,18
Norseman,579
North Baandee,38
North Bannister,0
North Beach (WA),3409
North Bodallin,17
North Boyanup,341
North Burngup,7
North Cascade,3
North Coogee,2382
North Dandalup,711
North Eradu,14
North Fremantle,3337
North Greenbushes,115
North Jindong,80
North Kellerberrin,38
North Kukerin,79
North Kununoppin,31
North Lake,1296
North Lake Grace,22
North Moulyinning,36
North Perth,8745
North Plantations,350
North Stirlings,30
North Tammin,125
North Trayning,24
North Walpole,95
North West Cape,129
North Wialki,14
North Yelbeni,15
North Yunderup,850
Northam,6545
Northampton,815
Northbridge (WA),1303
Northcliffe,303
Northern Gully,22
Nowergup,191
Nugadong,18
Nukarni,48
Nullagine,1704
Nullaki,29
Nulsen,1141
Nungarin,146
Nunierra,13
Nunile,97
Nyabing,298
O'Connor (WA),464
Oakajee,3
Oakford,2634
Ocean Beach,946
Ocean Reef,7843
Ogilvie,60
Old Plains,67
Oldbury,335
Ongerup,91
Onslow,851
Oombulgurri,17
Ora Banda,12
Orana,2053
Orange Grove (WA),749
Orange Springs,18
Orchid Valley,28
Ord River,138
Orelia,4702
Osborne Park,4121
Osmington,135
Padbury,8184
Palgarup,149
Pallinup,93
Palmdale (WA),22
Palmer (WA),63
Palmyra (WA),6950
Pannawonica,694
Pantapin,38
Paraburdoo,1383
Paradise (WA),160
Pardoo,57
Parker Range,0
Parkerville,2325
Parkeston,66
Parkfield,52
Parklands (WA),580
Parkwood (WA),6033
Parmelia,6008
Parryville,68
Paulls Valley,68
Paynedale,43
Paynes Find,59
Paynesville (WA),11
Peaceful Bay,71
Peak Hill (WA),166
Pearsall,3863
Peedamulla,21
Peerabeelup,9
Pegs Creek,2001
Pelican Point (WA),873
Pemberton,969
Peppermint Grove,1637
Peppermint Grove Beach,466
Perenjori,272
Perillup,52
Peron,23
Perth (WA),11421
Perth Airport,27
Perup,149
Petrudor,13
Piara Waters,9113
Piawaning,59
Piccadilly (WA),2262
Pickering Brook,573
Picton (WA),79
Picton East,117
Piesse Brook,209
Piesseville,63
Pindar,28
Pingaring,76
Pingelly,814
Pingrup,265
Pinjar,98
Pinjarra,4909
Pink Lake,916
Pintharuka,24
Pinwernying,130
Pippingarra,169
Pithara,110
Plumridge Lakes,339
Point Grey,0
Point Samson,236
Popanyinning,182
Porongurup,290
Port Albany,129
Port Denison,1412
Port Hedland,4178
Port Kennedy,13779
Postans,0
Preston Beach,226
Preston Settlement,127
Prevelly,195
Prince Regent River,3
Pumphreys Bridge,21
Purnululu,14
Quairading,646
Qualeup,58
Quedjinup,407
Queens Park (WA),6657
Queenwood,87
Quelagetting,21
Quellington,34
Quindalup,1337
Quindanning,55
Quinninup,155
Quinns Rocks,8734
Ranford,180
Rangeway,1887
Ravensthorpe,498
Ravenswood (WA),2174
Rawlinna,25
Red Gully,29
Red Hill (WA),75
Redbank (WA),44
Redcliffe (WA),4968
Redgate (WA),85
Redmond,202
Redmond West,73
Reedy,0
Regans Ford,25
Reinscourt,243
Remlap,0
Reservoir (WA),0
Ridgewood (WA),4673
Ringbark,113
Riverton (WA),5639
Rivervale,10366
Robinson,606
Rockingham (WA),14435
Rocklea (WA),273
Rockwell,0
Rocky Gully (WA),95
Roebourne,978
Roebuck,511
Roelands,839
Roleystone,6632
Rosa Brook,203
Rosa Glen,159
Rossmore (WA),8
Rossmoyne,3319
Rothsay,157
Rottnest Island,338
Ruabon,82
Rudds Gully,182
Ryansbrook,63
Sabina River,73
Safety Bay,7404
Salmon Gums,191
Salter Point,2845
Samson,1921
San Remo (WA),965
Sandpatch,0
Sandsprings,5
Sandstone,89
Sandy Gully (WA),82
Sawyers Valley,993
Scaddan,126
Scarborough (WA),15470
Schroeder,0
Scotsdale,456
Scott River,58
Scott River East,21
Scotts Brook,71
Seabird,79
Secret Harbour,12076
Seppings,171
Serpentine (WA),2317
Seville Grove,10273
Shackleton,90
Shadforth (WA),687
Shannon (WA),9
Shark Bay,0
Shelley (WA),4521
Shenton Park,4525
Sherlock (WA),3
Shoalwater (WA),4103
Shotts,0
Siesta Park,86
Silver Sands,1256
Sinagra,2631
Sinclair,878
Singleton (WA),3747
Sir Samuel,0
Skeleton Rock,0
Smith Brook,58
Solus,0
Somerville (WA),4157
Sorrento (WA),7340
South Bodallin,8
South Boulder,1376
South Bunbury,8416
South Burracoppin,28
South Carnarvon,974
South Datatine,19
South Doodlakine,49
South Fremantle,3083
South Glencoe,20
South Greenough,97
South Guildford,3310
South Hedland,9470
South Kalgoorlie,4920
South Kukerin,22
South Kumminin,80
South Kununoppin,19
South Lake,5862
South Lake Grace,28
South Murchison,66
South Newdegate,34
South Perth,12051
South Plantations,207
South Quairading,53
South Stirling,12
South Tammin,73
South Trayning,38
South Yelbeni,27
South Yilgarn,19
South Yuna,24
South Yunderup,3116
Southampton (WA),74
Southern Brook,78
Southern Cross (WA),679
Southern River,10347
Spalding (WA),2073
Spearwood,10037
Spencer Park,3416
Spencers Brook,87
Springfield (WA),253
Springs,10
St George Ranges,1238
St James (WA),4906
St Ronans,49
Stake Hill,485
Stirling (WA),9678
Stirling Estate,158
Stirling Range National Park,0
Stoneville,2431
Stove Hill,42
Strathalbyn (WA),1231
Stratham,706
Stratherne,16
Stratton,3326
Strelley,51
Sturt Creek,447
Subiaco,9201
Success,10152
Sunnyside (WA),81
Sunset Beach,1464
Swan View,7908
Swanbourne,4060
Takalarup,99
Talandji,3104
Talbot (WA),111
Talbot West,20
Talgomine,31
Talisker,0
Tamala,3
Tamala Park,0
Tambellup,373
Tammin,203
Tampu,5
Tanami (WA),382
Tandegin,15
Tapping,9465
Tarcoola Beach,1287
Tardun,37
Tarin Rock,43
Teesdale (WA),102
Telfer,872
Tenindewa,58
Tenterden (WA),227
The Lakes,52
The Plains,45
The Spectacles,0
The Vines,4857
Thomson Brook,81
Thornlie,23152
Three Springs,384
Throssell,77
Tibradden,3
Tincurrin,53
Tingledale,63
Tom Price,3006
Tonebridge,22
Toodyay,1408
Toolibin,15
Toolonga,0
Toompup,12
Torbay,320
Torndirrup,471
Townsendale,10
Trafalgar (WA),0
Trayning,129
Treeton,108
Trent,0
Trigg,2789
Trigwell,9
Tuart Hill,7011
Turkey Hill,0
Tutunup,67
Two Rocks,2993
Ucarty,59
Ucarty West,32
Uduc,312
Ularring,7
Upper Capel,187
Upper Murray,9
Upper Swan,579
Upper Warren,58
Useless Loop,142
Usher,2166
Utakarra,1400
Vancouver Peninsula,6
Varley,51
Vasse,2482
Victoria Park,8780
Victoria Rock,0
Victory Heights (WA),893
Vittoria (WA),0
Viveash,1036
Wadderin,85
Waddington,24
Waddy Forest,35
Waeel,159
Wagerup,33
Waggrakine,2373
Wagin,1494
Waikiki,12396
Walebing,47
Walgoolan,54
Walkaway,265
Wallareenya,0
Wallaroo (WA),0
Walliston,921
Walmsley,42
Walpole,441
Walsall,92
Walyormouring,44
Walyunga National Park,0
Walyurin,26
Wamenusking,28
Wandana (WA),6
Wandering,296
Wandi,2852
Wandillup,60
Wandina,4167
Wanerie,133
Wangara,38
Wannamal,111
Wannanup,3619
Wanneroo,12063
Wansbrough,40
Warawarrup,139
Warburton (WA),584
Wardering,20
Warding East,50
Warmun,364
Warnbro,10765
Warner Glen,55
Waroona,2938
Warrachuppin,13
Warradarge,64
Warralakin,17
Warrenup,695
Warwick (WA),3735
Waterbank,113
Watercarrin,35
Waterford (WA),2279
Waterloo (WA),174
Watermans Bay,1280
Watheroo,175
Wattening,41
Wattle Grove (WA),5967
Wattleup,462
Wattoning,25
Webberton,190
Wedge Island (WA),33
Wedgecarrup,112
Wedgefield,143
Welbungin,38
Weld Range,0
Wellard,9094
Wellesley (WA),60
Wellington Forest,10
Wellington Mill,121
Wellstead,79
Welshpool (WA),25
Wembley,11299
Wembley Downs,6319
West Ballidu,51
West Beach (WA),1490
West Binnu,11
West Busselton,8519
West Cape Howe,0
West Casuarinas,28
West Coolup,154
West End (WA),509
West Fitzgerald,21
West Holleton,19
West Kalgoorlie,23
West Lamington,1444
West Leederville,3979
West Lyons River,23
West Perth,5605
West Pingelly,119
West Pinjarra,412
West Popanyinning,63
West River,88
West Swan,899
West Toodyay,464
Westdale (WA),100
Westminster,6203
Westonia,195
Westwood (WA),30
Whim Creek,34
Whitby,321
White Gum Valley,2955
White Peak,445
Whiteman,7
Whittaker,9
Wialki,32
Wicherina,8
Wicherina South,0
Wickepin,387
Wickham (WA),2293
Widgiemooltha,19
Wilberforce (WA),27
Wilbinga,3
Wilga,53
Wilga West,3
Wilgarrup,21
Wilgoyne,38
Willagee,4872
Willare,181
Willetton,18187
William Bay,136
Williams,948
Williamstown (WA),133
Willyung,579
Wilson,6378
Wiluna,722
Wilyabrup,180
Windabout,128
Windy Harbour,27
Winnejup,151
Winthrop,5908
Witchcliffe,259
Withers,2973
Wittenoom,14
Wittenoom Hills,18
Wogolin,6
Wokalup,369
Womarden,55
Wongamine,41
Wongan Hills,897
Wongoondy,28
Wonnerup,147
Wonthella,1615
Woodanilling,171
Woodbridge (WA),1170
Woodlands (WA),4141
Woodleigh (WA),0
Woodridge (WA),644
Woodvale (WA),9281
Woogenellup,95
Woolgorong,20
Woolocutty,36
Wooramel,14
Wooroloo,2646
Woorree,1339
Woottating,70
Worsley,32
Wubin,103
Wundowie,1349
Wungong,345
Wuraming,0
Wyalkatchem,400
Wyening,27
Wyndham (WA),780
Wyola West,23
Xantippe,24
Yabberup,160
Yakamia,2854
Yalardy,0
Yalgoo,278
Yallabatharra,83
Yallingup,1028
Yallingup Siding,300
Yalyalup,2488
Yanchep,8868
Yandanooka,25
Yandoo Creek,10
Yangebup,7476
Yanmah,137
Yannarie,10
Yarawindah,24
Yardarino,44
Yarloop,398
Yarragadee,22
Yathroo,90
Yeagarup,55
Yeal,0
Yealering,100
Yelbeni,6
Yellowdine,6
Yelverton,70
Yerecoin,76
Yetna,31
Yilkari,8
Yilliminning,48
Yoganup,4
Yokine,11544
Yoongarillup,73
York,2538
Yornaning,28
Yornup,72
Yoting,26
Youndegin,48
Youngs Siding,337
Yourdamung Lake,9
Yuna,18
Zanthus,0
Zuytdorp,0
No usual address (WA),5950
Migratory - Offshore - Shipping (WA),431
Abbotsham,96
Abels Bay,124
Aberdeen (Tas.),233
Acacia Hills (Tas.),622
Acton (Tas.),1353
Acton Park (Tas.),2080
Adventure Bay,198
Akaroa,130
Alberton (Tas.),4
Alcomie,54
Allens Rivulet,485
Alonnah,138
Ambleside,660
Andover,39
Ansons Bay,31
Antill Ponds,10
Apollo Bay (Tas.),22
Apslawn,16
Apsley (Tas.),38
Arthur River (Tas.),53
Arthurs Lake,19
Austins Ferry,2249
Avoca (Tas.),218
Baden,32
Badger Head,45
Bagdad,1359
Bakers Beach,63
Banca,0
Bangor (Tas.),74
Barnes Bay,22
Barretta,35
Barrington (Tas.),196
Battery Point,1997
Beaconsfield (Tas.),1298
Beaumaris (Tas.),294
Beauty Point,1219
Beechford,89
Bell Bay,0
Bellerive,4502
Bellingham,61
Ben Lomond (Tas.),0
Berriedale,2693
Beulah (Tas.),77
Bicheno,945
Binalong Bay,287
Birchs Bay,93
Birralee,179
Bishopsbourne,134
Black Hills,180
Black River (Tas.),33
Blackmans Bay,7140
Blackstone Heights,1268
Blackwall (Tas.),269
Blackwood Creek,134
Blessington,94
Blue Rocks,11
Blumont,30
Boat Harbour (Tas.),275
Boat Harbour Beach,72
Bonnet Hill,504
Boobyalla,3
Boomer Bay,91
Bothwell,488
Boyer,35
Bracknell,463
Bradys Lake,53
Brandum,7
Branxholm,262
Breadalbane (Tas.),105
Bream Creek,121
Breona,7
Bridgenorth,370
Bridgewater (Tas.),4044
Bridport,1570
Brighton (Tas.),4084
Brittons Swamp,46
Broadmarsh,172
Broadmeadows (Tas.),36
Bronte Park,31
Brooklyn (Tas.),553
Brooks Bay,31
Buckland (Tas.),183
Bungaree (Tas.),27
Burnie,596
Burns Creek,33
Bushy Park (Tas.),120
Butlers Gorge,0
Cairns Bay,70
Calder,209
Cambridge (Tas.),1162
Camdale,77
Camena,24
Campania,933
Campbell Town,992
Cape Barren Island,70
Cape Pillar,7
Cape Portland,4
Cape Raoul,0
Carlton (Tas.),1118
Carlton River,269
Carrick (Tas.),560
Castle Forbes Bay,156
Castra,54
Caveside,131
Central Plateau,0
Cethana,0
Chain Of Lagoons,20
Charlotte Cove,34
Chasm Creek,67
Chigwell,2003
Christmas Hills (Tas.),113
Chudleigh,197
Claremont (Tas.),7746
Clarence Point,226
Clarendon Vale,1263
Claude Road,255
Cleveland (Tas.),45
Clifton Beach (Tas.),586
Cluan,38
Colebrook,296
Coles Bay,355
Collinsvale,631
Conara,126
Coningham,257
Connellys Marsh,40
Cooee,528
Copping,181
Cornwall (Tas.),59
Couta Rocks,5
Cowrie Point,7
Crabtree,293
Cradle Mountain,64
Cradoc,446
Cramps Bay,0
Cranbrook (Tas.),69
Crayfish Creek,76
Cremorne (Tas.),524
Cressy (Tas.),1109
Cuckoo,51
Cuprona,121
Currie,765
Cygnet,1551
Dairy Plains,63
Deddington,118
Dee,9
Deep Bay,234
Deloraine,2845
Dennes Point,46
Derby (Tas.),175
Derwent Bridge,17
Derwent Park,655
Detention,0
Deviot,331
Devon Hills,438
Devonport,13755
Dilston,529
Doctors Point,4
Doctors Rocks,87
Dodges Ferry,2471
Dolphin Sands,128
Don,643
Douglas River,29
Douglas-Apsley,0
Dover,857
Downlands,240
Dowsing Point,82
Dromedary (Tas.),731
Dulcot,238
Dunalley,315
Dunorlan,106
Dynnyrne,1578
Dysart (Tas.),220
Eaglehawk Neck,380
East Cam,176
East Devonport,4051
East Launceston,2142
East Ridgley,101
Eddystone,0
Edgcumbe Beach,52
Edith Creek,145
Egg Lagoon,29
Eggs And Bacon Bay,99
Elderslie (Tas.),153
Electrona,365
Elizabeth Town,292
Ellendale (Tas.),241
Elliott (Tas.),352
Emita,65
Emu Heights (Tas.),180
Epping Forest,72
Erriba,50
Eugenana,199
Evandale (Tas.),1351
Exeter (Tas.),638
Exton,156
Falmouth,108
Fentonbury,70
Fern Tree,723
Fingal (Tas.),403
Fitzgerald (Tas.),34
Flintstone,5
Florentine,0
Flowerdale (Tas.),241
Flowerpot,73
Flowery Gully,85
Forcett,961
Forest,485
Forester,12
Fortescue (Tas.),3
Forth,716
Forthside,75
Four Mile Creek (Tas.),94
Frankford,176
Franklin (Tas.),1097
Freycinet,6
Friendly Beaches,11
Gagebrook,1438
Garden Island Creek,246
Gardners Bay,334
Gawler (Tas.),625
Geeveston,1304
Geilston Bay,3048
George Town,4343
Gladstone (Tas.),142
Glaziers Bay,94
Glebe (Tas.),558
Glen Huon,662
Glendevie,64
Glenfern (Tas.),188
Glengarry (Tas.),523
Glenlusk,204
Glenora,84
Glenorchy (Tas.),10833
Golconda,25
Golden Valley,232
Goodwood (Tas.),1052
Gordon (Tas.),193
Gormanston,13
Goshen,95
Goulds Country,81
Gowrie Park,30
Granton,1738
Granville Harbour,27
Grasstree Hill,106
Grassy,144
Gravelly Beach,568
Gray (Tas.),70
Great Bay,53
Greens Beach,214
Gretna,210
Grindelwald,965
Grove,452
Guildford (Tas.),0
Gunns Plains,172
Hadspen,2276
Hagley,336
Hamilton (Tas.),212
Hampshire,51
Harford,77
Hastings (Tas.),45
Havenview,715
Hawley Beach,480
Hayes,107
Hellyer,170
Henrietta,131
Herdsmans Cove,1115
Hermitage,0
Herrick,55
Heybridge,428
Highclere,119
Highcroft,51
Hillcrest (Tas.),1040
Hillwood,580
Hobart,2292
Hollow Tree,32
Holwell,69
Honeywood,503
Howden,675
Howrah,8686
Howth,52
Huntingfield,433
Huonville,2714
Ida Bay,8
Interlaken,24
Invermay (Tas.),3055
Irishtown (Tas.),298
Jackeys Marsh,39
Jericho (Tas.),53
Jetsonville,131
Judbury,387
Kamona,13
Kaoota,200
Karanja,31
Karoola,317
Kayena,219
Kellevie,164
Kelso (Tas.),149
Kempton,386
Kettering,798
Killiecrankie,23
Kimberley (Tas.),147
Kindred,235
Kings Meadows,3669
Kingston (Tas.),10408
Kingston Beach,1993
Koonya,136
Lachlan,836
Lackrana,72
Lady Barron,162
Lake Leake,44
Lake Margaret,0
Lake Sorell,0
Lake St Clair,4
Lalla,86
Lanena,320
Lapoinya,115
Latrobe,4168
Lauderdale,2408
Launceston,2940
Lawitta,237
Lebrina,191
Leeka,3
Lefroy,75
Legana,4026
Legerwood,190
Leith,413
Lemont,23
Lenah Valley,5942
Leslie Vale,353
Levendale,122
Lewisham (Tas.),691
Liawenee,4
Liena,32
Lietinna,53
Liffey,156
Lileah,73
Lillico (Tas.),26
Lilydale (Tas.),595
Lindisfarne,6183
Lisle,0
Little Pine Lagoon,3
Little Swanport,120
Loccota,19
Loira,164
London Lakes,3
Long Reach,0
Longford (Tas.),3862
Longley,235
Lonnavale,90
Loongana,22
Loorana,120
Lorinna,80
Lottah,16
Low Head,573
Lower Barrington,237
Lower Beulah,53
Lower Longley,278
Lower Marshes,9
Lower Snug,445
Lower Turners Marsh,31
Lower Wattle Grove,84
Lower Wilmot,119
Loyetea,24
Lucaston,350
Lughrata,13
Luina,0
Lulworth,166
Lunawanna,96
Lune River,23
Lutana,2352
Lymington,285
Lymwood,112
Macquarie Plains,44
Magra,697
Malbina,71
Mangalore (Tas.),423
Mangana,37
Margate (Tas.),3924
Marion Bay (Tas.),71
Marrawah,133
Mathinna,141
Mawbanna,134
Mayberry,18
Maydena,224
Mayfield (Tas.),1457
Meadowbank (Tas.),10
Meander,326
Mella,75
Melrose (Tas.),100
Melton Mowbray,68
Memana,99
Mengha,144
Mersey Forest,0
Merseylea,55
Meunna,3
Miandetta (Tas.),1850
Middlesex (Tas.),5
Middleton (Tas.),251
Midway Point,2861
Miena,89
Milabena,84
Millers Bluff,0
Moina,25
Mole Creek,510
Molesworth (Tas.),631
Moltema,85
Montagu,89
Montagu Bay,658
Montana,55
Montello,1218
Montrose (Tas.),2148
Montumana,64
Moogara,53
Moonah,5426
Mooreville,302
Moorina (Tas.),11
Moorleah,146
Morass Bay,4
Moriarty,222
Mornington (Tas.),2267
Mount Direction,251
Mount Field,5
Mount Hicks,347
Mount Lloyd,56
Mount Nelson,2500
Mount Roland,0
Mount Rumney,269
Mount Seymour,73
Mount Stuart (Tas.),2399
Mount William,0
Mountain River,562
Mowbray (Tas.),3735
Murdunna,310
Musselroe Bay,42
Myalla (Tas.),54
Myrtle Bank (Tas.),35
Nabageena,39
Nabowla,111
Naracoopa,63
National Park,75
Natone,280
Needles,41
Neika,195
Nelson Bay (Tas.),7
New Norfolk,5430
New Town (Tas.),6118
Newnham,6448
Newstead (Tas.),5365
Nicholls Rivulet,312
Nietta,67
Nile,148
Nook,183
North Bruny,93
North Hobart,2497
North Lilydale,80
North Motton,406
North Scottsdale,129
Northdown,222
Norwood (Tas.),3734
Notley Hills,52
Nowhere Else,40
Nubeena,483
Nugara,84
Nugent,103
Nunamara,290
Oakdowns,1467
Oaks,35
Oatlands (Tas.),685
Ocean Vista,311
Old Beach,3779
