,SSC,variable,value
810,Holsworthy,New Zealand,119
811,Horningsea Park,New Zealand,72
812,Hornsby Heights,New Zealand,100
813,Horseshoe Bend,New Zealand,6
814,Horsfield Bay,New Zealand,10
815,Horsley,New Zealand,88
816,Hoskinstown,New Zealand,3
817,Howards Grass,New Zealand,4
818,Howlong,New Zealand,31
819,Hoxton Park,New Zealand,98
820,Hunters Hill,New Zealand,132
821,Hunterview,New Zealand,87
822,Huntleys Cove,New Zealand,14
823,Huonbrook,New Zealand,3
824,Hurstville Grove,New Zealand,45
825,Hyams Beach,New Zealand,4
826,Hyland Park,New Zealand,3
827,Ilford,New Zealand,3
828,Illawong,New Zealand,97
829,Iluka (NSW),New Zealand,31
830,Ingleburn,New Zealand,469
831,Ingleside,New Zealand,17
832,Inverell,New Zealand,60
833,Invergordon (NSW),New Zealand,3
834,Invergowrie,New Zealand,8
835,Islington,New Zealand,26
836,Jamberoo,New Zealand,24
837,Jamisontown,New Zealand,96
838,Jannali,New Zealand,83
839,Jaspers Brush,New Zealand,3
840,Jeir,New Zealand,4
841,Jennings,New Zealand,3
842,Jerilderie,New Zealand,10
843,Jerrabomberra,New Zealand,141
844,Jerrawangala,New Zealand,5
845,Jerrys Plains,New Zealand,9
846,Jewells,New Zealand,18
847,Jiggi,New Zealand,9
848,Jilliby,New Zealand,21
849,Jindabyne,New Zealand,44
850,Jindera,New Zealand,8
851,Joadja,New Zealand,5
852,Jordan Springs,New Zealand,121
853,Junction Hill,New Zealand,10
854,Junee,New Zealand,54
855,Kahibah,New Zealand,27
856,Kalang,New Zealand,5
857,Kalaru,New Zealand,7
858,Kalkite,New Zealand,3
859,Kanahooka,New Zealand,44
860,Kandos,New Zealand,8
861,Kangaroo Valley,New Zealand,29
862,Kangy Angy,New Zealand,3
863,Kanoona,New Zealand,3
864,Kanwal,New Zealand,46
865,Kapooka,New Zealand,10
866,Karabar,New Zealand,118
867,Karangi,New Zealand,7
868,Kareela,New Zealand,44
869,Kariong,New Zealand,149
870,Karuah,New Zealand,20
871,Katoomba,New Zealand,159
872,Kearns,New Zealand,52
873,Kearsley,New Zealand,9
874,Kelso (NSW),New Zealand,79
875,Kembla Heights,New Zealand,3
876,Kendall,New Zealand,13
877,Kenthurst,New Zealand,70
878,Kerrabee,New Zealand,3
879,Kew (NSW),New Zealand,13
880,Khancoban,New Zealand,6
881,Kiah,New Zealand,3
882,Kiama,New Zealand,104
883,Kiama Downs,New Zealand,78
884,Kiama Heights,New Zealand,20
885,Kilaben Bay,New Zealand,20
886,Killabakh,New Zealand,4
887,Killara (NSW),New Zealand,196
888,Killarney Heights,New Zealand,96
889,Killarney Vale,New Zealand,105
890,Killcare,New Zealand,15
891,Killcare Heights,New Zealand,10
892,Kimbriki,New Zealand,5
893,Kincumber,New Zealand,100
894,Kincumber South,New Zealand,15
895,King Creek,New Zealand,17
896,Kingfisher Shores,New Zealand,7
897,Kings Langley,New Zealand,150
898,Kings Park (NSW),New Zealand,66
899,Kings Plains (Blayney - NSW),New Zealand,3
900,Kings Point,New Zealand,3
901,Kingscliff,New Zealand,201
902,Kingswood (Penrith - NSW),New Zealand,192
903,Kingswood (Tamworth Regional - NSW),New Zealand,11
904,Kioloa,New Zealand,7
905,Kirkham,New Zealand,6
906,Kirrawee,New Zealand,162
907,Kirribilli,New Zealand,133
908,Knockrow,New Zealand,4
909,Koolewong,New Zealand,14
910,Koonawarra,New Zealand,27
911,Koonorigan,New Zealand,5
912,Koorawatha,New Zealand,6
913,Kooringal (NSW),New Zealand,46
914,Kootingal,New Zealand,22
915,Koraleigh,New Zealand,5
916,Korora,New Zealand,43
917,Kosciuszko National Park,New Zealand,10
918,Kotara,New Zealand,38
919,Kotara South,New Zealand,7
920,Krambach,New Zealand,10
921,Krawarree,New Zealand,4
922,Kulnura,New Zealand,20
923,Kundabung,New Zealand,17
924,Kungala,New Zealand,3
925,Kunghur,New Zealand,3
926,Kurmond,New Zealand,8
927,Kurnell,New Zealand,50
928,Kurraba Point,New Zealand,44
929,Kurrajong,New Zealand,29
930,Kurrajong Heights,New Zealand,12
931,Kurrajong Hills,New Zealand,9
932,Kurri Kurri,New Zealand,39
933,Kyeemagh,New Zealand,18
934,Kyle Bay,New Zealand,15
935,Kynnumboon,New Zealand,5
936,Kyogle,New Zealand,27
937,La Perouse,New Zealand,6
938,Lacmalac,New Zealand,5
939,Ladysmith,New Zealand,3
940,Laffing Waters,New Zealand,5
941,Laggan,New Zealand,4
942,Laguna,New Zealand,3
943,Lake Albert (NSW),New Zealand,50
944,Lake Cargelligo,New Zealand,10
945,Lake Cathie,New Zealand,45
946,Lake George,New Zealand,3
947,Lake Haven,New Zealand,83
948,Lake Illawarra,New Zealand,37
949,Lake Innes,New Zealand,3
950,Lake Munmorah,New Zealand,73
951,Lake Tabourie,New Zealand,5
952,Lake Wyangan,New Zealand,8
953,Lakelands (NSW),New Zealand,19
954,Lakewood,New Zealand,11
955,Lalor Park,New Zealand,202
956,Lambs Valley (Singleton - NSW),New Zealand,3
957,Lambton,New Zealand,39
958,Lane Cove,New Zealand,238
959,Lane Cove North,New Zealand,207
960,Lane Cove West,New Zealand,43
961,Lanitza,New Zealand,4
962,Lansdowne (Mid-Coast - NSW),New Zealand,7
963,Lansvale,New Zealand,51
964,Lapstone,New Zealand,7
965,Largs,New Zealand,22
966,Larnook,New Zealand,5
967,Laughtondale,New Zealand,4
968,Laurieton,New Zealand,22
969,Lavender Bay,New Zealand,21
970,Lavington,New Zealand,123
971,Lawrence (NSW),New Zealand,16
972,Lawson (NSW),New Zealand,48
973,Leeton,New Zealand,83
974,Legume,New Zealand,4
975,Leichhardt (NSW),New Zealand,375
976,Lemon Tree Passage,New Zealand,39
977,Lennox Head,New Zealand,117
978,Leonay,New Zealand,18
979,Lethbridge Park,New Zealand,253
980,Leumeah,New Zealand,310
981,Leura,New Zealand,89
982,Lewisham (NSW),New Zealand,49
983,Lidster,New Zealand,6
984,Lightning Ridge,New Zealand,28
985,Lilli Pilli (Eurobodalla - NSW),New Zealand,13
986,Lilli Pilli (Sutherland Shire - NSW),New Zealand,13
987,Lillian Rock,New Zealand,7
988,Lilyfield,New Zealand,216
989,Limeburners Creek (Mid-Coast - NSW),New Zealand,12
990,Limpinwood,New Zealand,4
991,Linden (NSW),New Zealand,9
992,Lindfield,New Zealand,166
993,Linley Point,New Zealand,7
994,Lisarow,New Zealand,74
995,Lismore (NSW),New Zealand,39
996,Lismore Heights,New Zealand,17
997,Liston,New Zealand,3
998,Lithgow,New Zealand,54
999,Little Back Creek,New Zealand,3
1000,Little Bay,New Zealand,76
1001,Little Hartley,New Zealand,8
1002,Little Jilliby,New Zealand,3
1003,Littleton,New Zealand,5
1004,Llanarth (NSW),New Zealand,25
1005,Lloyd,New Zealand,13
1006,Loadstone,New Zealand,5
1007,Lochinvar,New Zealand,11
1008,Lockhart,New Zealand,11
1009,Loftus,New Zealand,49
1010,Loftville,New Zealand,3
1011,Londonderry (NSW),New Zealand,54
1012,Long Beach,New Zealand,13
1013,Long Jetty,New Zealand,103
1014,Longueville,New Zealand,41
1015,Loomberah,New Zealand,4
1016,Lord Howe Island,New Zealand,18
1017,Lorn,New Zealand,7
1018,Lovedale,New Zealand,5
1019,Lovett Bay,New Zealand,4
1020,Lowanna,New Zealand,3
1021,Lower Belford,New Zealand,6
1022,Lower Macdonald,New Zealand,9
1023,Lower Pappinbarra,New Zealand,3
1024,Lower Portland,New Zealand,8
1025,Lucknow (NSW),New Zealand,4
1026,Luddenham,New Zealand,15
1027,Lugarno,New Zealand,52
1028,Lurnea,New Zealand,174
1029,Lyndhurst (Blayney - NSW),New Zealand,9
1030,Macksville,New Zealand,31
1031,Maclean,New Zealand,28
1032,Macmasters Beach,New Zealand,18
1033,Macquarie Fields,New Zealand,407
1034,Macquarie Hills,New Zealand,31
1035,Magenta (NSW),New Zealand,9
1036,Maianbar,New Zealand,16
1037,Maimuru,New Zealand,5
1038,Main Arm,New Zealand,10
1039,Main Creek,New Zealand,6
1040,Mairjimmy,New Zealand,4
1041,Maitland (NSW),New Zealand,25
1042,Maitland Vale,New Zealand,3
1043,Majors Creek (NSW),New Zealand,6
1044,Malabar,New Zealand,83
1045,Mallabula,New Zealand,9
1046,Maloneys Beach,New Zealand,6
1047,Malua Bay,New Zealand,33
1048,Mandalong,New Zealand,6
1049,Mandurama,New Zealand,3
1050,Mangerton,New Zealand,24
1051,Manildra,New Zealand,3
1052,Manilla,New Zealand,16
1053,Manly (NSW),New Zealand,569
1054,Manly Vale,New Zealand,136
1055,Mannering Park,New Zealand,52
1056,Manning Point,New Zealand,4
1057,Mannus,New Zealand,12
1058,Manton (NSW),New Zealand,4
1059,Maraylya,New Zealand,18
1060,Marayong,New Zealand,157
1061,Mardi,New Zealand,68
1062,Marks Point,New Zealand,18
1063,Marmong Point,New Zealand,6
1064,Maroota,New Zealand,14
1065,Maroubra,New Zealand,530
1066,Marrangaroo,New Zealand,26
1067,Marrickville,New Zealand,553
1068,Marsden Park,New Zealand,22
1069,Martindale,New Zealand,4
1070,Martins Creek,New Zealand,4
1071,Martinsville,New Zealand,15
1072,Marulan,New Zealand,5
1073,Maryland (Newcastle - NSW),New Zealand,58
1074,Maryville,New Zealand,25
1075,Matcham,New Zealand,8
1076,Mathoura,New Zealand,7
1077,Matraville,New Zealand,211
1078,Maules Creek,New Zealand,3
1079,Mayfield (Newcastle - NSW),New Zealand,148
1080,Mayfield East,New Zealand,17
1081,Mayfield West,New Zealand,32
1082,Mays Hill,New Zealand,27
1083,McCullys Gap,New Zealand,4
1084,McGraths Hill,New Zealand,33
1085,McLeans Ridges,New Zealand,6
1086,McLeods Shoot,New Zealand,4
1087,McMahons Point,New Zealand,67
1088,Meadow Flat,New Zealand,4
1089,Medlow Bath,New Zealand,12
1090,Medowie,New Zealand,102
1091,Meerschaum Vale,New Zealand,3
1092,Melinga,New Zealand,3
1093,Melrose Park (NSW),New Zealand,16
1094,Melville (NSW),New Zealand,3
1095,Menai,New Zealand,118
1096,Menangle,New Zealand,8
1097,Merewether,New Zealand,124
1098,Merewether Heights,New Zealand,12
1099,Merimbula,New Zealand,48
1100,Meroo Meadow,New Zealand,13
1101,Merriwa (NSW),New Zealand,13
1102,Metford,New Zealand,55
1103,Middle Arm,New Zealand,5
1104,Middle Brook,New Zealand,7
1105,Middle Cove,New Zealand,26
1106,Middle Pocket,New Zealand,5
1107,Middleton Grange,New Zealand,64
1108,Miller,New Zealand,67
1109,Millers Forest,New Zealand,4
1110,Millers Point,New Zealand,39
1111,Millfield,New Zealand,5
1112,Millingandi,New Zealand,7
1113,Millthorpe,New Zealand,19
1114,Milperra,New Zealand,29
1115,Milsons Point,New Zealand,68
1116,Milton (NSW),New Zealand,15
1117,Minchinbury,New Zealand,163
1118,Minmi,New Zealand,3
1119,Minto,New Zealand,506
1120,Mirador,New Zealand,6
1121,Miranda (NSW),New Zealand,354
1122,Mirrabooka (NSW),New Zealand,13
1123,Missabotti,New Zealand,3
1124,Mitchell (NSW),New Zealand,26
1125,Mitchells Flat,New Zealand,4
1126,Mitchells Island,New Zealand,3
1127,Mittagong,New Zealand,85
1128,Moama,New Zealand,53
1129,Modanville,New Zealand,10
1130,Mogo (Eurobodalla - NSW),New Zealand,3
1131,Mole River,New Zealand,5
1132,Mollymook,New Zealand,22
1133,Mollymook Beach,New Zealand,38
1134,Molong,New Zealand,10
1135,Mona Vale,New Zealand,231
1136,Mongarlowe,New Zealand,4
1137,Montecollum,New Zealand,7
1138,Monterey,New Zealand,75
1139,Mooball,New Zealand,6
1140,Moobi,New Zealand,5
1141,Moonan Flat,New Zealand,6
1142,Moonbah,New Zealand,6
1143,Moonbi,New Zealand,10
1144,Moonee Beach,New Zealand,28
1145,Mooney Mooney,New Zealand,5
1146,Mooral Creek,New Zealand,6
1147,Moore Creek,New Zealand,16
1148,Moorebank,New Zealand,172
1149,Moorland (NSW),New Zealand,7
1150,Moree,New Zealand,71
1151,Morisset,New Zealand,60
1152,Morisset Park,New Zealand,19
1153,Mororo,New Zealand,3
1154,Morpeth,New Zealand,10
1155,Mortdale,New Zealand,214
1156,Mortlake (NSW),New Zealand,20
1157,Mortons Creek,New Zealand,3
1158,Morts Estate,New Zealand,7
1159,Moruya,New Zealand,44
1160,Moruya Heads,New Zealand,9
1161,Mosman,New Zealand,800
1162,Moss Vale,New Zealand,143
1163,Mossy Point,New Zealand,7
1164,Moulamein,New Zealand,6
1165,Mount Annan,New Zealand,156
1166,Mount Austin,New Zealand,24
1167,Mount Burrell,New Zealand,11
1168,Mount Colah,New Zealand,130
1169,Mount Fairy,New Zealand,4
1170,Mount Hunter,New Zealand,8
1171,Mount Hutton (NSW),New Zealand,38
1172,Mount Keira,New Zealand,21
1173,Mount Kembla,New Zealand,17
1174,Mount Kuring-Gai,New Zealand,36
1175,Mount Ousley,New Zealand,17
1176,Mount Pleasant (NSW),New Zealand,20
1177,Mount Pritchard,New Zealand,241
1178,Mount Riverview,New Zealand,29
1179,Mount Saint Thomas,New Zealand,16
1180,Mount Victoria,New Zealand,16
1181,Mount Vincent,New Zealand,7
1182,Mount Warning,New Zealand,4
1183,Mount Warrigal,New Zealand,63
1184,Mount White,New Zealand,3
1185,Mountain Lagoon,New Zealand,3
1186,Mourquong,New Zealand,5
1187,Mozart,New Zealand,5
1188,Mudgee,New Zealand,115
1189,Mullaley,New Zealand,3
1190,Mullaway,New Zealand,7
1191,Mullumbimby,New Zealand,76
1192,Mullumbimby Creek,New Zealand,8
1193,Mulwala,New Zealand,17
1194,Mumbil,New Zealand,3
1195,Mummulgum,New Zealand,6
1196,Mundongo,New Zealand,5
1197,Mungindi (NSW),New Zealand,8
1198,Murray Downs,New Zealand,8
1199,Murrays Beach,New Zealand,14
1200,Murringo,New Zealand,4
1201,Murrumbateman,New Zealand,55
1202,Murrurundi,New Zealand,17
1203,Murwillumbah,New Zealand,118
1204,Muswellbrook,New Zealand,166
1205,Mylestom,New Zealand,3
1206,Myocum,New Zealand,26
1207,Myola (NSW),New Zealand,8
1208,Myrtle Creek (NSW),New Zealand,5
1209,Nabiac,New Zealand,10
1210,Nambucca Heads,New Zealand,106
1211,Nana Glen,New Zealand,13
1212,Napoleon Reef,New Zealand,3
1213,Narara,New Zealand,137
1214,Narellan,New Zealand,32
1215,Narellan Vale,New Zealand,122
1216,Naremburn,New Zealand,151
1217,Narooma,New Zealand,34
1218,Narrabeen,New Zealand,192
1219,Narrabri,New Zealand,43
1220,Narrandera,New Zealand,22
1221,Narrawa,New Zealand,4
1222,Narrawallee,New Zealand,25
1223,Narraweena,New Zealand,166
1224,Narromine,New Zealand,19
1225,Narwee,New Zealand,110
1226,Nashdale,New Zealand,8
1227,Nashua,New Zealand,6
1228,Nelligen,New Zealand,5
1229,Nelson Bay (NSW),New Zealand,86
1230,Nelsons Plains,New Zealand,3
1231,Nericon,New Zealand,3
1232,Nethercote,New Zealand,4
1233,Neutral Bay,New Zealand,317
1234,New Brighton,New Zealand,6
1235,New Italy,New Zealand,4
1236,New Lambton,New Zealand,80
1237,New Lambton Heights,New Zealand,32
1238,Newcastle,New Zealand,43
1239,Newcastle East,New Zealand,33
1240,Newcastle West,New Zealand,10
1241,Newee Creek,New Zealand,7
1242,Newport (NSW),New Zealand,192
1243,Newstead (NSW),New Zealand,6
1244,Newtown (NSW),New Zealand,435
1245,Niagara Park,New Zealand,48
1246,Nimbin,New Zealand,40
1247,Nimmitabel,New Zealand,4
1248,Nobbys Creek,New Zealand,9
1249,Nooroo,New Zealand,6
1250,Norah Head,New Zealand,4
1251,Noraville,New Zealand,32
1252,Nords Wharf,New Zealand,6
1253,Normanhurst,New Zealand,82
1254,North Albury,New Zealand,61
1255,North Arm Cove,New Zealand,13
1256,North Avoca,New Zealand,31
1257,North Balgowlah,New Zealand,68
1258,North Batemans Bay,New Zealand,13
1259,North Boambee Valley,New Zealand,36
1260,North Bondi,New Zealand,227
1261,North Casino,New Zealand,9
1262,North Curl Curl,New Zealand,88
1263,North Gosford,New Zealand,92
1264,North Haven (NSW),New Zealand,17
1265,North Lambton,New Zealand,33
1266,North Lismore,New Zealand,10
1267,North Macksville,New Zealand,5
1268,North Manly,New Zealand,111
1269,North Narrabeen,New Zealand,100
1270,North Nowra,New Zealand,92
1271,North Richmond,New Zealand,57
1272,North Rothbury,New Zealand,7
1273,North St Marys,New Zealand,138
1274,North Star,New Zealand,3
1275,North Sydney,New Zealand,242
1276,North Tamworth,New Zealand,38
1277,North Tumbulgum,New Zealand,10
1278,North Turramurra,New Zealand,75
1279,North Willoughby,New Zealand,98
1280,North Woodburn,New Zealand,3
1281,Northbridge (NSW),New Zealand,116
1282,Northwood (NSW),New Zealand,13
1283,Nowendoc,New Zealand,4
1284,Nowra,New Zealand,92
1285,Nowra Hill,New Zealand,38
1286,Nulkaba,New Zealand,4
1287,Numbaa,New Zealand,4
1288,Numbugga,New Zealand,4
1289,Numeralla,New Zealand,3
1290,Numinbah,New Zealand,5
1291,Nunderi,New Zealand,10
1292,Nundle,New Zealand,4
1293,Nymboida,New Zealand,8
1294,Nyngan,New Zealand,14
1295,O'Connell (NSW),New Zealand,4
1296,Oak Flats,New Zealand,53
1297,Oakdale (NSW),New Zealand,19
1298,Oakhampton Heights,New Zealand,9
1299,Oakhurst (NSW),New Zealand,184
1300,Oaklands,New Zealand,3
1301,Oakville,New Zealand,30
1302,Oallen,New Zealand,3
1303,Oatley,New Zealand,105
1304,Oberon,New Zealand,62
1305,Ocean Shores,New Zealand,108
1306,Old Adaminaby,New Zealand,3
1307,Old Bar,New Zealand,37
1308,Old Erowal Bay,New Zealand,16
1309,Old Toongabbie,New Zealand,60
1310,Oran Park,New Zealand,85
1311,Orange,New Zealand,348
1312,Orangeville,New Zealand,9
1313,Orient Point,New Zealand,9
1314,Otford,New Zealand,6
1315,Ourimbah,New Zealand,76
1316,Oxley Park,New Zealand,87
1317,Oxley Vale,New Zealand,24
1318,Oyster Bay,New Zealand,75
1319,Oyster Cove (NSW),New Zealand,7
1320,Paddington (NSW),New Zealand,459
1321,Paddys River (Wingecarribee - NSW),New Zealand,3
1322,Padstow,New Zealand,226
1323,Padstow Heights,New Zealand,49
1324,Pagewood,New Zealand,66
1325,Pallamallawa,New Zealand,4
1326,Palm Beach (NSW),New Zealand,46
1327,Palmdale (NSW),New Zealand,9
1328,Pambula,New Zealand,10
1329,Pambula Beach,New Zealand,4
1330,Parkes (NSW),New Zealand,75
1331,Parkesbourne,New Zealand,3
1332,Parklea,New Zealand,74
1333,Parkville (NSW),New Zealand,4
1334,Parma,New Zealand,4
1335,Paterson (NSW),New Zealand,11
1336,Patonga,New Zealand,4
1337,Paxton,New Zealand,11
1338,Paynes Crossing,New Zealand,6
1339,Peak Hill (NSW),New Zealand,6
1340,Peakhurst,New Zealand,198
1341,Pearl Beach,New Zealand,21
1342,Peel,New Zealand,3
1343,Pelaw Main,New Zealand,10
1344,Pelican (NSW),New Zealand,7
1345,Pendle Hill,New Zealand,109
1346,Penrith,New Zealand,251
1347,Penrose,New Zealand,3
1348,Perthville,New Zealand,3
1349,Petersham,New Zealand,199
1350,Pheasants Nest,New Zealand,12
1351,Phegans Bay,New Zealand,7
1352,Phillip Bay,New Zealand,10
1353,Piallamore,New Zealand,4
1354,Picnic Point,New Zealand,67
1355,Picton (NSW),New Zealand,54
1356,Piggabeen,New Zealand,14
1357,Pillar Valley,New Zealand,3
1358,Pimlico (NSW),New Zealand,4
1359,Pindimar,New Zealand,10
1360,Pitt Town,New Zealand,23
1361,Pitt Town Bottoms,New Zealand,3
1362,Plumpton (NSW),New Zealand,208
1363,Point Clare,New Zealand,81
1364,Point Frederick,New Zealand,45
1365,Point Piper,New Zealand,35
1366,Pokolbin,New Zealand,24
1367,Pooncarie,New Zealand,3
1368,Port Hacking,New Zealand,7
1369,Port Kembla,New Zealand,85
1370,Port Macquarie,New Zealand,684
1371,Portland (NSW),New Zealand,21
1372,Possum Creek,New Zealand,7
1373,Potts Point,New Zealand,332
1374,Pottsville,New Zealand,158
1375,Pretty Beach (Central Coast - NSW),New Zealand,3
1376,Pumpenbil,New Zealand,5
1377,Pyrmont,New Zealand,310
1378,Quaama,New Zealand,5
1379,Quakers Hill,New Zealand,506
1380,Queanbeyan,New Zealand,107
1381,Queanbeyan East,New Zealand,62
1382,Queanbeyan West,New Zealand,45
1383,Queens Park (NSW),New Zealand,80
1384,Queenscliff (NSW),New Zealand,133
1385,Quialigo,New Zealand,10
1386,Quirindi,New Zealand,34
1387,Quorrobolong,New Zealand,10
1388,Raby,New Zealand,104
1389,Raglan (NSW),New Zealand,25
1390,Raleigh,New Zealand,16
1391,Ramsgate Beach,New Zealand,19
1392,Randwick,New Zealand,693
1393,Rankin Park,New Zealand,25
1394,Rappville,New Zealand,9
1395,Rathmines,New Zealand,39
1396,Ravensdale,New Zealand,3
1397,Ravenswood (NSW),New Zealand,3
1398,Raworth,New Zealand,10
1399,Raymond Terrace,New Zealand,132
1400,Razorback,New Zealand,9
1401,Red Head,New Zealand,4
1402,Red Rock,New Zealand,9
1403,Redbank (NSW),New Zealand,4
1404,Redfern,New Zealand,431
1405,Redhead,New Zealand,47
1406,Regentville,New Zealand,9
1407,Reidsdale,New Zealand,3
1408,Renwick,New Zealand,13
1409,Repentance Creek,New Zealand,5
1410,Repton,New Zealand,10
1411,Reserve Creek,New Zealand,3
