"","V1","SSC","variable","value"
"11956","81444","Bunkers Hill","Car, as driver",93
"11957","81445","Bunyip","Car, as driver",751
"11958","81446","Bunyip North","Car, as driver",32
"11959","81448","Burkes Bridge","Car, as driver",9
"11960","81449","Burkes Flat","Car, as driver",4
"11961","81450","Burnbank","Car, as driver",4
"11962","81451","Burnewang","Car, as driver",8
"11963","81452","Burnley","Car, as driver",191
"11964","81453","Burnside (Vic.)","Car, as driver",1425
"11965","81454","Burnside Heights","Car, as driver",1868
"11966","81455","Burramboot","Car, as driver",7
"11967","81456","Burramine","Car, as driver",69
"11968","81457","Burramine South","Car, as driver",7
"11969","81458","Burrowye","Car, as driver",6
"11970","81459","Burrumbeet","Car, as driver",60
"11971","81460","Burwood (Vic.)","Car, as driver",3405
"11972","81461","Burwood East","Car, as driver",2772
"11973","81462","Bushfield","Car, as driver",208
"11974","81463","Bushy Park (Vic.)","Car, as driver",16
"11975","81465","Buxton (Vic.)","Car, as driver",127
"11976","81466","Byaduk","Car, as driver",40
"11977","81467","Byaduk North","Car, as driver",26
"11978","81468","Byawatha","Car, as driver",57
"11979","81469","Bylands","Car, as driver",44
"11980","81470","Byrneside","Car, as driver",36
"11981","81471","Cabarita (Vic.)","Car, as driver",173
"11982","81472","Cabbage Tree","Car, as driver",5
"11983","81473","Cabbage Tree Creek","Car, as driver",10
"11984","81474","Cadello","Car, as driver",5
"11985","81475","Cairnlea","Car, as driver",2948
"11986","81477","Caldermeade","Car, as driver",56
"11987","81478","California Gully","Car, as driver",1124
"11988","81479","Calivil","Car, as driver",35
"11989","81480","Callawadda","Car, as driver",10
"11990","81481","Callignee","Car, as driver",91
"11991","81482","Callignee North","Car, as driver",13
"11992","81483","Callignee South","Car, as driver",7
"11993","81484","Calrossie","Car, as driver",4
"11994","81485","Calulu","Car, as driver",52
"11995","81487","Camberwell (Vic.)","Car, as driver",5391
"11996","81488","Cambrian Hill","Car, as driver",85
"11997","81489","Campbellfield","Car, as driver",944
"11998","81490","Campbells Bridge","Car, as driver",5
"11999","81491","Campbells Creek","Car, as driver",528
"12000","81492","Campbells Forest","Car, as driver",8
"12001","81493","Campbelltown (Vic.)","Car, as driver",9
"12002","81494","Camperdown (Vic.)","Car, as driver",880
"12003","81495","Canadian","Car, as driver",1231
"12004","81496","Canary Island","Car, as driver",3
"12005","81497","Caniambo","Car, as driver",21
"12006","81498","Cann River","Car, as driver",27
"12007","81500","Cannons Creek","Car, as driver",238
"12008","81501","Cannum","Car, as driver",6
"12009","81502","Canterbury (Vic.)","Car, as driver",1946
"12010","81503","Cape Bridgewater","Car, as driver",46
"12011","81504","Cape Clear","Car, as driver",30
"12012","81506","Cape Otway","Car, as driver",6
"12013","81507","Cape Paterson","Car, as driver",248
"12014","81508","Cape Schanck","Car, as driver",137
"12015","81509","Cape Woolamai","Car, as driver",515
"12016","81510","Capels Crossing","Car, as driver",5
"12017","81511","Carag Carag","Car, as driver",19
"12018","81512","Caralulup","Car, as driver",3
"12019","81513","Caramut","Car, as driver",45
"12020","81514","Carapooee","Car, as driver",13
"12021","81515","Carapooee West","Car, as driver",6
"12022","81516","Carapook","Car, as driver",16
"12023","81517","Carboor","Car, as driver",28
"12024","81518","Cardigan","Car, as driver",302
"12025","81519","Cardigan Village","Car, as driver",226
"12026","81520","Cardinia","Car, as driver",142
"12027","81521","Cardross","Car, as driver",267
"12028","81522","Cargerie","Car, as driver",3
"12029","81523","Carina (Vic.)","Car, as driver",3
"12030","81525","Carisbrook","Car, as driver",332
"12031","81526","Carlisle River","Car, as driver",26
"12032","81527","Carlsruhe","Car, as driver",99
"12033","81528","Carlton (Vic.)","Car, as driver",1174
"12034","81529","Carlton North","Car, as driver",1158
"12035","81530","Carlyle","Car, as driver",41
"12036","81531","Carnegie","Car, as driver",4230
"12037","81532","Carngham","Car, as driver",43
"12038","81533","Caroline Springs","Car, as driver",7926
"12039","81534","Carpendeit","Car, as driver",20
"12040","81535","Carrajung","Car, as driver",24
"12041","81536","Carrajung Lower","Car, as driver",19
"12042","81537","Carrajung South","Car, as driver",8
"12043","81538","Carranballac","Car, as driver",4
"12044","81539","Carron","Car, as driver",12
"12045","81540","Carrum","Car, as driver",1307
"12046","81541","Carrum Downs","Car, as driver",7459
"12047","81542","Carwarp","Car, as driver",14
"12048","81543","Cashmore","Car, as driver",82
"12049","81544","Cassilis (Vic.)","Car, as driver",3
"12050","81545","Castella","Car, as driver",89
"12051","81546","Casterton","Car, as driver",381
"12052","81547","Castle Creek (Vic.)","Car, as driver",22
"12053","81548","Castle Donnington","Car, as driver",44
"12054","81549","Castlemaine","Car, as driver",1394
"12055","81550","Catani","Car, as driver",94
"12056","81551","Cathcart (Vic.)","Car, as driver",42
"12057","81552","Cathkin","Car, as driver",4
"12058","81554","Caulfield","Car, as driver",1503
"12059","81555","Caulfield East","Car, as driver",317
"12060","81556","Caulfield North","Car, as driver",4188
"12061","81557","Caulfield South","Car, as driver",3583
"12062","81558","Caveat","Car, as driver",9
"12063","81559","Cavendish","Car, as driver",82
"12064","81560","Ceres","Car, as driver",89
"12065","81561","Chadstone","Car, as driver",2487
"12066","81564","Chapple Vale","Car, as driver",7
"12067","81565","Charam","Car, as driver",13
"12068","81566","Charlemont","Car, as driver",88
"12069","81567","Charleroi","Car, as driver",27
"12070","81568","Charlton (Vic.)","Car, as driver",250
"12071","81569","Chatsworth (Vic.)","Car, as driver",13
"12072","81570","Chelsea","Car, as driver",2346
"12073","81571","Chelsea Heights","Car, as driver",1846
"12074","81572","Cheltenham (Vic.)","Car, as driver",6829
"12075","81573","Chepstowe","Car, as driver",12
"12076","81574","Cherokee","Car, as driver",11
"12077","81576","Cheshunt","Car, as driver",55
"12078","81578","Chesney Vale","Car, as driver",44
"12079","81579","Chetwynd","Car, as driver",4
"12080","81580","Chewton","Car, as driver",149
"12081","81581","Chewton Bushlands","Car, as driver",11
"12082","81582","Childers (Vic.)","Car, as driver",38
"12083","81584","Chiltern","Car, as driver",506
"12084","81585","Chiltern Valley","Car, as driver",27
"12085","81587","Chinkapook","Car, as driver",5
"12086","81588","Chintin","Car, as driver",33
"12087","81589","Chirnside Park","Car, as driver",3606
"12088","81591","Chocolyn","Car, as driver",24
"12089","81592","Christmas Hills (Vic.)","Car, as driver",129
"12090","81593","Chum Creek","Car, as driver",324
"12091","81594","Churchill (Vic.)","Car, as driver",1279
"12092","81596","Chute","Car, as driver",7
"12093","81597","Clarendon (Vic.)","Car, as driver",42
"12094","81598","Claretown","Car, as driver",5
"12095","81599","Clarinda","Car, as driver",2152
"12096","81600","Clarkefield","Car, as driver",96
"12097","81601","Clarkes Hill","Car, as driver",16
"12098","81602","Clayton","Car, as driver",3067
"12099","81603","Clayton South","Car, as driver",3189
"12100","81604","Clear Lake","Car, as driver",21
"12101","81605","Clematis","Car, as driver",120
"12102","81606","Clifton Creek","Car, as driver",83
"12103","81607","Clifton Hill","Car, as driver",1337
"12104","81608","Clifton Springs","Car, as driver",2349
"12105","81609","Clonbinane","Car, as driver",122
"12106","81611","Cloverlea","Car, as driver",55
"12107","81612","Club Terrace","Car, as driver",3
"12108","81613","Clunes (Vic.)","Car, as driver",376
"12109","81614","Clyde (Vic.)","Car, as driver",824
"12110","81615","Clyde North","Car, as driver",2858
"12111","81616","Clydebank","Car, as driver",39
"12112","81617","Clydesdale (Vic.)","Car, as driver",11
"12113","81618","Coalville","Car, as driver",14
"12114","81619","Cobains","Car, as driver",76
"12115","81620","Cobaw","Car, as driver",17
"12116","81623","Cobden","Car, as driver",489
"12117","81624","Cobram","Car, as driver",1527
"12118","81625","Cobram East","Car, as driver",71
"12119","81626","Cobrico","Car, as driver",24
"12120","81627","Cobungra","Car, as driver",8
"12121","81628","Coburg","Car, as driver",6053
"12122","81629","Coburg North","Car, as driver",1833
"12123","81632","Cockatoo (Vic.)","Car, as driver",1597
"12124","81634","Codrington (Vic.)","Car, as driver",10
"12125","81635","Coghills Creek","Car, as driver",25
"12126","81636","Cohuna","Car, as driver",663
"12127","81637","Coimadai","Car, as driver",150
"12128","81639","Colac","Car, as driver",2681
"12129","81640","Colac Colac","Car, as driver",6
"12130","81641","Colac East","Car, as driver",36
"12131","81642","Colac West","Car, as driver",19
"12132","81643","Colbinabbin","Car, as driver",79
"12133","81644","Colbrook","Car, as driver",6
"12134","81645","Coldstream (Vic.)","Car, as driver",800
"12135","81646","Coleraine","Car, as driver",248
"12136","81647","Colignan","Car, as driver",93
"12137","81648","Collingwood (Vic.)","Car, as driver",1253
"12138","81650","Concongella","Car, as driver",44
"12139","81651","Condah","Car, as driver",33
"12140","81652","Congupna","Car, as driver",184
"12141","81653","Connewarre","Car, as driver",234
"12142","81654","Connewirricoo","Car, as driver",4
"12143","81655","Coojar","Car, as driver",14
"12144","81656","Coolaroo","Car, as driver",535
"12145","81657","Cooma (Vic.)","Car, as driver",27
"12146","81658","Coomboona","Car, as driver",55
"12147","81659","Coomoora","Car, as driver",86
"12148","81660","Coongulla","Car, as driver",40
"12149","81661","Coonooer Bridge","Car, as driver",3
"12150","81662","Coonooer West","Car, as driver",5
"12151","81663","Cooriemungle","Car, as driver",75
"12152","81664","Cope Cope","Car, as driver",8
"12153","81665","Cora Lynn","Car, as driver",63
"12154","81666","Corack","Car, as driver",4
"12155","81667","Corack East","Car, as driver",6
"12156","81668","Coragulac","Car, as driver",61
"12157","81669","Coral Bank","Car, as driver",27
"12158","81670","Corindhap","Car, as driver",37
"12159","81671","Corinella (Vic.)","Car, as driver",191
"12160","81672","Corio","Car, as driver",3539
"12161","81673","Corndale (Vic.)","Car, as driver",7
"12162","81674","Cornella","Car, as driver",6
"12163","81675","Cornishtown","Car, as driver",39
"12164","81676","Coronet Bay","Car, as driver",158
"12165","81677","Corop","Car, as driver",30
"12166","81678","Cororooke","Car, as driver",103
"12167","81680","Corryong","Car, as driver",288
"12168","81681","Corunnun","Car, as driver",37
"12169","81682","Cosgrove (Vic.)","Car, as driver",16
"12170","81683","Cosgrove South","Car, as driver",16
"12171","81684","Costerfield","Car, as driver",20
"12172","81686","Cottles Bridge","Car, as driver",218
"12173","81688","Cowangie","Car, as driver",9
"12174","81689","Cowes","Car, as driver",1052
"12175","81690","Cowleys Creek","Car, as driver",4
"12176","81691","Cowwarr","Car, as driver",145
"12177","81692","Craigie (Vic.)","Car, as driver",21
"12178","81693","Craigieburn","Car, as driver",14781
"12179","81694","Cranbourne","Car, as driver",6195
"12180","81695","Cranbourne East","Car, as driver",5071
"12181","81696","Cranbourne North","Car, as driver",6799
"12182","81697","Cranbourne South","Car, as driver",577
"12183","81698","Cranbourne West","Car, as driver",5288
"12184","81699","Creek Junction","Car, as driver",4
"12185","81700","Creightons Creek","Car, as driver",40
"12186","81701","Cremorne (Vic.)","Car, as driver",513
"12187","81702","Cressy (Vic.)","Car, as driver",43
"12188","81703","Creswick","Car, as driver",830
"12189","81704","Creswick North","Car, as driver",12
"12190","81705","Crib Point","Car, as driver",1051
"12191","81707","Crooked River","Car, as driver",5
"12192","81708","Cross Roads (Vic.)","Car, as driver",6
"12193","81709","Crossley","Car, as driver",83
"12194","81710","Crossover","Car, as driver",46
"12195","81711","Crowlands","Car, as driver",24
"12196","81712","Croxton East","Car, as driver",20
"12197","81713","Croydon (Vic.)","Car, as driver",8514
"12198","81714","Croydon Hills","Car, as driver",1966
"12199","81715","Croydon North","Car, as driver",2853
"12200","81716","Croydon South","Car, as driver",1605
"12201","81717","Crymelon","Car, as driver",3
"12202","81718","Cudgee","Car, as driver",67
"12203","81719","Cudgewa","Car, as driver",65
"12204","81720","Culgoa","Car, as driver",24
"12205","81721","Culla","Car, as driver",3
"12206","81722","Cullen","Car, as driver",12
"12207","81723","Cullulleraine","Car, as driver",15
"12208","81724","Cundare","Car, as driver",3
"12209","81725","Cundare North","Car, as driver",6
"12210","81726","Curdies River","Car, as driver",5
"12211","81727","Curdievale","Car, as driver",27
"12212","81728","Curlewis (Vic.)","Car, as driver",515
"12213","81729","Curyo","Car, as driver",3
"12214","81730","Dadswells Bridge","Car, as driver",15
"12215","81731","Daisy Hill (Vic.)","Car, as driver",101
"12216","81732","Dales Creek","Car, as driver",143
"12217","81733","Dallas","Car, as driver",1102
"12218","81734","Dalmore","Car, as driver",42
"12219","81735","Daltons Bridge","Car, as driver",6
"12220","81737","Dalyston","Car, as driver",187
"12221","81738","Dandenong","Car, as driver",6977
"12222","81739","Dandenong North","Car, as driver",6468
"12223","81740","Dandenong South","Car, as driver",28
"12224","81742","Dargo","Car, as driver",16
"12225","81743","Darley","Car, as driver",2830
"12226","81744","Darlimurla","Car, as driver",7
"12227","81745","Darlington (Vic.)","Car, as driver",19
"12228","81746","Darnum","Car, as driver",218
"12229","81747","Darraweit Guim","Car, as driver",137
"12230","81748","Darriman","Car, as driver",9
"12231","81749","Dartmoor (Vic.)","Car, as driver",71
"12232","81750","Dartmouth","Car, as driver",24
"12233","81751","Dawson (Vic.)","Car, as driver",14
"12234","81752","Daylesford","Car, as driver",609
"12235","81753","Dean","Car, as driver",42
"12236","81754","Deans Marsh","Car, as driver",83
"12237","81756","Dederang","Car, as driver",51
"12238","81757","Deep Lead","Car, as driver",61
"12239","81758","Deepdene (Vic.)","Car, as driver",505
"12240","81759","Deer Park","Car, as driver",4844
"12241","81760","Delacombe","Car, as driver",2141
"12242","81761","Delahey","Car, as driver",2487
"12243","81762","Delatite","Car, as driver",6
"12244","81763","Delburn","Car, as driver",3
"12245","81764","Delegate River","Car, as driver",12
"12246","81765","Denicull Creek","Car, as driver",5
"12247","81766","Denison","Car, as driver",119
"12248","81767","Dennington","Car, as driver",726
"12249","81768","Denver","Car, as driver",39
"12250","81770","Derby (Vic.)","Car, as driver",8
"12251","81771","Dereel","Car, as driver",146
"12252","81772","Dergholm","Car, as driver",9
"12253","81773","Derrimut","Car, as driver",2545
"12254","81774","Derrinal","Car, as driver",19
"12255","81775","Derrinallum","Car, as driver",82
"12256","81776","Devenish","Car, as driver",35
"12257","81777","Devils River","Car, as driver",8
"12258","81778","Devon Meadows","Car, as driver",485
"12259","81779","Devon North","Car, as driver",98
"12260","81780","Dewhurst","Car, as driver",62
"12261","81781","Dhurringile","Car, as driver",55
"12262","81782","Diamond Creek","Car, as driver",4583
"12263","81783","Digby","Car, as driver",20
